ticker,series,date,value
SDN,Down Var (SDN),2020-04-23,18.8447
SDN,Down Var (SDN),2020-04-24,18.7407
SDN,Down Var (SDN),2020-04-27,18.7979
SDN,Down Var (SDN),2020-04-28,18.442
SDN,Down Var (SDN),2020-04-29,18.131
SDN,Down Var (SDN),2020-04-30,17.8735
SDN,Down Var (SDN),2020-05-01,17.8164
SDN,Down Var (SDN),2020-05-04,19.9478
SDN,Down Var (SDN),2020-05-05,18.5146
SDN,Down Var (SDN),2020-05-06,18.4214
SDN,Down Var (SDN),2020-05-07,17.9808
SDN,Down Var (SDN),2020-05-08,18.2078
SDN,Down Var (SDN),2020-05-11,17.4902
SDN,Down Var (SDN),2020-05-12,16.9097
SDN,Down Var (SDN),2020-05-13,17.3796
SDN,Down Var (SDN),2020-05-14,16.7937
SDN,Down Var (SDN),2020-05-15,16.1785
SDN,Down Var (SDN),2020-05-18,16.2588
SDN,Down Var (SDN),2020-05-19,15.5854
SDN,Down Var (SDN),2020-05-20,15.0858
SDN,Down Var (SDN),2020-05-21,15.2767
SDN,Down Var (SDN),2020-05-22,15.5761
SDN,Down Var (SDN),2020-05-26,15.1919
SDN,Down Var (SDN),2020-05-27,15.4819
SDN,Down Var (SDN),2020-05-28,14.7048
SDN,Down Var (SDN),2020-05-29,16.1121
SDN,Down Var (SDN),2020-06-01,15.8566
SDN,Down Var (SDN),2020-06-02,15.2458
SDN,Down Var (SDN),2020-06-03,15.7618
SDN,Down Var (SDN),2020-06-04,16.1409
SDN,Down Var (SDN),2020-06-05,15.7958
SDN,Down Var (SDN),2020-06-08,15.4292
SDN,Down Var (SDN),2020-06-09,15.2475
SDN,Down Var (SDN),2020-06-10,14.9932
SDN,Down Var (SDN),2020-06-11,15.0295
SDN,Down Var (SDN),2020-06-12,14.8854
SDN,Down Var (SDN),2020-06-15,16.3845
SDN,Down Var (SDN),2020-06-16,15.9983
SDN,Down Var (SDN),2020-06-17,16.4302
SDN,Down Var (SDN),2020-06-18,15.6705
SDN,Down Var (SDN),2020-06-19,15.7799
SDN,Down Var (SDN),2020-06-22,15.4896
SDN,Down Var (SDN),2020-06-23,15.4695
SDN,Down Var (SDN),2020-06-24,14.602
SDN,Down Var (SDN),2020-06-25,15.9375
SDN,Down Var (SDN),2020-06-26,16.8614
SDN,Down Var (SDN),2020-06-29,16.5905
SDN,Down Var (SDN),2020-06-30,15.8269
SDN,Down Var (SDN),2020-07-01,17.781
SDN,Down Var (SDN),2020-07-02,16.6547
SDN,Down Var (SDN),2020-07-06,17.1233
SDN,Down Var (SDN),2020-07-07,15.8647
SDN,Down Var (SDN),2020-07-08,15.2036
SDN,Down Var (SDN),2020-07-09,15.3502
SDN,Down Var (SDN),2020-07-10,14.5188
SDN,Down Var (SDN),2020-07-13,14.402
SDN,Down Var (SDN),2020-07-14,13.8698
SDN,Down Var (SDN),2020-07-15,13.4799
